# 欽定詞譜 (1715), one row per 格 (metrical pattern) of one 詞牌 (tune title).
# THE TRADITION'S OWN SPEC. Doctrine 62: the primary source states the rule you
# were about to invent, and here it states the one thing a text can never
# supply -- WHICH line ends the tune mandates as rhymes and which it does not.
# Without it a ci rhyme measurement has to infer its own ground truth from the
# characters it is scoring, which is doctrine 13's circularity in one step.
#
# SOURCE  hulbji/couyun, MIT (LICENSE at repo root, covers the repository),
#         couyun/ci_pu/ci_list/cipai_*.json -- 817 per-詞牌 files transcribed
#         from the 欽定詞譜. Reached by `git clone https://github.com/hulbji/
#         couyun` (data/CHANNELS.md). The 欽定詞譜 itself is a 1715 imperial
#         compilation: a millennium-adjacent work three centuries out of any
#         term (doctrine 40, the outer layer is MIT and the inner layer is
#         expired).
#
# COLUMNS
#   tune      the 詞牌, in traditional characters
#   aliases   other names the 詞譜 gives the same tune, '|' separated
#   chars     total characters in the 格
#   groups    the rhyme groups: positions '.' separated within a group, groups
#             '/' separated. Positions are 0-based indices into the poem's
#             character sequence with all punctuation stripped. TWO POSITIONS
#             RHYME IFF THEY ARE IN THE SAME GROUP.
#   ju        line ends the spec marks 句 -- it mandates NO rhyme there. This
#             column is what makes a matched control possible at all.
#   du        讀 positions: a phrase break INSIDE a line, not a line end.
#   template  the 平仄 template, 中 where the tune leaves the tone free.
#
# HOW groups WAS BUILT, and why not from the source's own `yun_classify`.
# `yun_classify` is not a spec statement: on 菩薩蠻 格三 it places positions
# 6/13 in the same group as 18/23, and 菩薩蠻 changes rhyme between them --
# 雪 does not rhyme 眉. The groups here are read from what the notation prints:
# a new group at every 换 marker, and at every change in the register the
# template mandates at consecutive rhyme positions. That declines to assert a
# 平仄通叶 relation anywhere, which is the conservative direction: it can only
# split a real group, never merge two.
#
# THE MARKER GRAMMAR IS LOCALLY AMBIGUOUS and the parse is constrained, not
# guessed. 平 and 仄 are both template symbols and rhyme-marker prefixes
# (平韵, 仄韵, 换平韵, 换仄韵), so `中仄中平仄韵` is five template positions plus
# 韵 or four plus 仄韵. The parse is a search required to satisfy the source's
# own two invariants at once -- the template length must equal `ge_lyu_str`
# and the 韻 positions must equal `rhyme_pos`. 8 of 2,294 格 admit no such
# parse and are REFUSED rather than resolved by a tie-break (doctrine 66).
# Reading every 平/仄 as template instead -- the obvious first pass -- drops
# every 換韻 tune including 菩薩蠻's canonical 格, and drops them SILENTLY,
# because a mis-parse fails the invariant and looks like an unparsable file.
tune	aliases	chars	groups	ju	du	template
選冠子		107	13.27.39.52.69.83.95.106	3.7.17.21.31.35.44.48.59.63.73.77.87.91.100	55	仄仄平平平平仄仄平仄仄平平仄平平仄仄仄仄平平平仄仄平平仄平仄仄平仄仄平平仄平平仄仄平平平仄仄平平仄仄平平仄平仄仄仄仄平平平平平仄平仄仄平平仄平平仄仄仄仄平平仄仄仄平平仄平仄仄平平仄平平平平平仄仄仄平平仄平仄平平仄仄
選冠子		109	12.26.40.52.68.82.96.108	3.7.16.20.32.36.45.48.59.63.72.76.86.90.101.104		仄仄平平平平仄仄仄仄仄平仄平平仄仄仄仄平平仄仄仄平平仄平平平平仄仄仄仄平平平平仄仄仄平平平仄平平仄平平仄仄仄平仄仄仄平平仄仄仄仄仄仄仄平仄仄平平仄平仄平平平仄仄平平仄仄仄平平仄平仄仄仄仄平平仄仄仄平平仄仄仄平仄平平平仄
選冠子		113	13.27.41.55.72.86.100.112	3.7.17.21.31.35.46.50.62.66.76.80.92.96.105	58	仄仄平平平平平仄仄仄平平平仄平平仄仄仄仄平平平仄仄仄平仄平仄平平仄平平仄平仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄平仄仄仄仄平平平平平仄仄仄平平仄仄平平仄仄仄仄平平平仄仄平平仄平仄平平仄仄平平平仄仄平平仄仄平平平仄平平仄仄平仄仄
霜葉飛		111	3.12.24.31.38.54.70.82.89.96.110	6.19.43.50.60.64.77.102.106	27.46.99	中平平仄平平仄平平平仄平仄仄平中仄仄平平中仄平平仄仄中仄平平仄仄中平平仄平平仄仄仄仄平平仄仄仄平平仄仄中仄平仄中仄中仄平平中平平仄仄中平中平仄仄平中仄仄平平仄仄平平仄仄仄仄平平仄仄平平中仄平平仄仄仄中平平仄中仄平平仄平平仄
霜葉飛		109	12.24.31.38.52.68.80.87.94.108	3.6.19.43.48.58.62.75.100.104	27.97	平平平仄平平仄平平平仄平仄仄平平仄仄平平平仄平平仄仄仄仄平平仄仄平平平仄平平仄仄仄仄平平仄仄仄平平仄仄平仄平仄仄仄平平平平平仄仄仄平仄平仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄仄平平平仄平平仄仄仄仄平平仄平仄平平仄平平仄
霜葉飛		111	3.12.24.31.38.50.54.70.82.89.96.110	6.19.43.60.64.77.102.106	27.46.99	仄平平仄平平仄平平平仄平仄仄平仄仄仄平平仄仄平平仄仄仄仄平平仄仄平平平仄平平仄仄仄平平仄仄仄仄平平仄仄平仄平仄平仄仄仄平平仄平平仄仄平平仄平仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄平仄平平仄平仄仄
霜葉飛		110	3.12.24.31.38.54.70.82.89.96.109	6.19.43.48.60.64.77.101.105	27.85	仄平平仄平平仄平平平仄平仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄仄仄平平仄平平仄仄仄平平仄仄仄仄平平仄平平仄平仄仄仄仄仄平平仄平平仄仄平平仄平仄仄平仄仄仄平平仄仄平平仄仄仄仄平平仄仄平平平仄平平仄仄仄仄平平仄仄平平仄平平仄
霜葉飛		111	12.24.31.38.54.70.82.89.96.110	3.6.16.20.43.50.60.64.74.78.102.106	27.46.85.99	平平平仄平平仄平平平仄平仄仄平平仄仄平平仄仄平平仄仄平仄平平仄仄平平平仄平平仄仄仄平平仄平仄仄平平仄平仄平平仄平仄平仄平平仄平仄仄仄仄平平平仄仄平平仄仄仄平平仄平平仄仄平仄平平仄仄平平仄仄平平仄仄仄仄平平仄平仄平平仄平平仄
霜葉飛		111	12.24.31.38.53.70.82.89.96.110	3.6.16.20.43.47.59.64.74.78.101.106	27	仄平平仄平平仄平平平仄平仄仄平平仄仄平平仄仄平平仄仄仄仄平平仄仄平平平仄平平仄仄仄仄平平仄仄平平仄平平仄平仄平仄平仄平平仄仄平平平仄仄平仄平仄仄平平仄仄仄平平仄平平仄仄平仄平平仄仄平平平仄平平仄仄仄仄平平仄仄仄平平仄平平仄
霜葉飛		112	6.12.24.31.38.44.54.71.83.90.97.103.111	16.20.50.60.65.75.79.107	27.41.86.100	平平平仄平平仄平平平仄平仄仄平平仄仄平平仄仄平平仄仄平仄平平仄仄平平平仄平平仄仄仄仄平平仄平仄平平仄平仄平平仄平仄平仄平平平仄仄仄仄仄仄平仄平仄仄平平仄仄仄平平仄平平仄仄平仄平平仄仄平平仄仄平平仄仄仄仄平平仄平仄平平仄平平仄
五綵結同心		111	13.27.41.54.69.83.97.110	3.7.18.34.48.60.65.74.90.104	21.37.44.77.93.100	平平平仄仄仄平平平平仄仄平平平仄平平仄平平仄平仄仄仄平平平平平仄平平仄平平仄平仄平平平平仄平平仄仄仄平仄仄平平仄平仄平平仄仄平平仄仄仄仄平平平仄平平仄平平仄平仄仄仄平平仄平平仄平平仄仄平仄平仄平平仄仄仄平平平仄仄平仄仄平平
五綵結同心		111	3.13.27.41.54.60.69.83.90.97.110	7.18.34.48.65.74.104	21.37.44.77.93.100	平平平仄平仄平平平仄仄平平仄平仄平平仄仄平仄仄仄仄平平仄仄平仄仄平平仄平平仄平平平仄平平仄仄平平仄仄仄仄平仄仄平平仄平平仄平仄平仄仄仄平平仄平仄平平仄平平仄平仄仄平平仄仄平仄仄平平仄仄仄仄平平平仄仄仄仄平平仄仄仄仄平平仄仄
透碧霄		112	2.9.21.33.40.53.67.79.91.98.111	13.17.25.29.45.49.58.62.73.83.87.103.107	36.70.94	仄平平仄平平仄仄平平仄平仄仄平平平仄仄仄平平平平平仄平平仄中中仄平平仄平平中仄平平仄中平平仄平平平仄仄仄平平仄平平仄仄平平平仄中仄仄平平仄仄平平平仄平仄仄仄平平仄平仄仄平平中仄平仄平平仄中平平仄平平仄中平中仄平仄平平仄仄平平
透碧霄		112	2.9.21.33.40.53.67.79.91.98.111	13.17.25.29.45.49.58.62.73.83.87.103.107	36.70.76.94	仄平平仄平平仄仄平平仄平仄仄平平平仄仄仄平平平平平仄平平仄平仄仄平平仄平平仄仄平平仄平平平仄平平平仄仄仄平平仄平平仄仄平平平仄平仄仄平平仄仄平平平仄平仄仄仄平平仄平仄仄平平平仄平仄平平仄仄平平仄平平仄平平仄仄平仄平平仄仄平平
透碧霄		117	4.11.24.36.43.57.60.71.83.95.102.116	15.19.31.50.64.75.79.87.91.107.111	7.39.46.98	仄仄仄平平仄仄平平仄仄平仄仄平平仄平平仄平平仄平平平平仄仄平平仄仄仄仄平平仄平平平仄平平仄仄仄平平平仄仄平平仄仄平平仄平平平平平平平仄仄仄仄平平仄仄平仄仄平平仄仄仄平平平平仄仄平平仄仄平仄平平仄平仄仄仄平平仄仄仄平平平平仄仄平仄仄平平
期夜月		113	6.11.17.27.29.36.41.57.71.82.84.91.96.112	14.21.44.47.51.63.67.77.99.102.106		平平平仄仄平仄平平仄平仄平仄仄平仄仄平平仄仄仄仄仄平平仄平仄平平仄仄仄平仄平平仄平仄平仄仄平仄仄平平仄仄仄仄仄平平仄平平仄仄仄仄仄仄仄仄平平平仄仄仄平平仄仄仄仄平平仄平仄平平仄仄平平仄仄仄平平仄平平仄仄平仄仄平仄仄仄仄仄平平仄
輪臺子		114	12.24.38.50.63.75.84.94.101.113	5.18.30.43.56.71.80.89.108	8.33.59.66.97.104	仄仄平平仄仄仄仄仄平平仄仄平平仄仄平平仄仄仄平平仄平平平仄平平仄平平仄仄平平仄仄平平仄仄仄仄平平平平仄平平仄仄平平仄平仄仄平仄仄仄平平仄平平仄仄平平平仄仄仄仄平平仄平仄仄仄仄仄平平仄平平平仄仄平平平平仄仄仄平仄仄仄平平平仄平平仄
輪臺子		140	8.21.28.37.51.54.63.68.76.83.96.103.112.127.131.139	3.13.17.44.58.88.92.108.116.120	31.47.80.134	仄仄平平平仄平平仄平平仄平平仄仄仄仄仄平平仄平平仄仄平仄仄平仄仄仄仄仄平平仄仄平平仄平仄仄平仄仄仄平平仄仄平仄平平仄平仄平平仄仄仄仄平平仄仄仄平平仄平平仄平仄平平平仄仄仄仄平平仄平平仄平平平平仄平平仄仄平平仄仄仄仄仄仄平平仄仄仄平平仄平仄平平平平仄仄平平仄仄平平仄仄平仄仄平仄平仄
沁園春		114	11.28.43.55.61.69.86.101.113	3.7.16.20.24.32.36.46.51.74.78.82.90.94.104.109	64	中中平平中中中中中中中平仄中平中仄中平中仄中平中仄中仄平平中仄平平中平中仄中仄平平中仄平中平仄中中平中仄中仄平平中平中仄平平中中仄中平中仄平仄中平中仄中平中仄中平中仄中仄平平中仄平平中平中仄中仄平平中仄平中中仄仄中平中仄中仄平平
沁園春		114	11.28.43.55.57.61.69.86.101.113	3.7.16.20.24.32.36.46.51.74.78.82.90.94.104.109	64	平仄平平仄平平仄仄平仄平仄仄平平仄平平仄仄平平平仄平仄平平仄仄平平平平平仄平仄平平平仄平平平仄仄平平仄仄仄仄平平平平仄仄平平仄平仄平平平仄平仄仄平平仄平平仄仄平平平仄平仄平平平仄平平仄平平仄仄仄平平平仄平平平仄仄平平仄仄仄仄平平
沁園春		116	11.28.44.56.58.62.70.87.103.115	3.7.16.20.24.32.36.47.52.75.79.83.91.95.106.111		平仄平平平仄平平平平仄平仄仄平平仄平平平仄仄平仄仄仄仄平平平仄平平仄平仄仄仄平仄平平平仄平平平仄仄仄平仄仄仄仄平平平平仄仄平平平仄仄平平仄仄平仄仄平平仄平平仄仄平平平仄仄仄平平平仄仄平仄平平仄仄仄仄平平仄仄平平平仄仄仄平平仄平仄平平
沁園春		116	11.29.44.56.62.70.88.103.115	3.7.16.20.25.33.37.47.52.75.79.84.92.96.106.111	65	仄平平平仄平平仄仄仄平平仄平平仄仄仄平仄仄仄平平仄仄平仄平平仄仄平平仄平平仄平仄平平仄仄平仄平仄平平平仄仄平仄平平平平仄仄平平仄仄仄平平仄仄平仄平平平仄平平仄仄仄平平平仄仄仄平平仄仄平平仄平平仄仄仄平平仄仄平平平仄仄平平仄仄平仄平平
沁園春		112	11.28.43.54.60.68.85.100.111	3.7.16.20.24.32.36.46.50.73.77.81.89.93.103.107	63	仄仄平平平平仄仄仄平仄平仄平平仄仄仄平平仄平平平仄仄仄平平仄仄平平平平仄仄仄仄平平平仄平平平仄平平仄仄平仄平平平平仄仄平平仄仄仄平平平仄平仄平平平仄仄平仄仄平平平仄仄仄平平仄仄平平仄平平仄平仄平平平仄平仄仄仄平平平仄平仄平平
沁園春		115	11.28.43.55.70.87.102.114	3.7.16.20.24.35.46.51.61.66.75.79.83.94.105.110		仄仄中平仄平平仄仄中仄平仄中平中仄平平仄仄中平平仄中仄平平仄仄平平平中仄仄中仄中平平仄平平仄仄仄平平中仄平仄平平中平仄平中仄仄平平仄仄平仄平平仄仄平中仄中平中仄中平平仄中仄平平中仄中平平中仄仄中中平平平仄平平中仄仄平平仄仄中仄平平
沁園春		113	11.28.43.55.68.85.100.112	3.7.16.20.24.35.46.51.61.73.77.81.92.103.108	95	仄仄平平仄平平仄仄仄仄平仄仄平平仄平平仄仄仄平平仄平仄平平仄仄平平平仄仄仄仄仄平平平仄平平仄仄仄平平仄仄平仄平平平平仄平仄仄仄平仄平仄平平仄仄平平仄平平仄仄仄平平仄平仄平平平仄仄平平仄仄仄平平平平平仄平平平仄仄平平仄仄仄仄平平
丹鳳吟		114	13.23.39.55.68.82.92.104.113	5.9.17.27.31.35.45.49.61.73.78.86.99.108		中仄平平平仄仄仄平平平平平仄平平中仄平仄仄平平仄平平仄仄中平平仄仄仄平平平平平仄仄仄平平仄仄仄仄平平平仄平仄平仄仄仄中平中仄仄平仄仄平仄仄中仄平平仄仄平平中仄中中平仄平平平仄中中仄平平仄仄仄中平平仄仄仄平平平仄仄平仄仄平仄平仄仄
丹鳳吟		114	13.23.39.55.68.82.92.104.113	5.9.17.27.31.35.45.51.61.73.78.86.99.108		仄仄平平平仄仄仄平平仄平平仄平平仄仄平仄仄平平仄平平仄仄仄平仄仄仄仄平平平平仄仄仄仄平平仄仄仄仄平平平仄平仄平仄仄仄平平仄仄仄平仄仄平仄仄仄仄平平仄仄平平平仄仄平平仄平平平仄仄仄仄平平仄仄仄仄平平仄仄仄平平平仄仄平仄仄平仄平仄仄
丹鳳吟		100	3.12.22.35.48.56.65.75.88.99	8.16.28.39.43.61.70.81.94	31.51.84	平平平仄仄仄仄平平平平平仄仄仄平平仄仄仄平平仄平平仄平仄仄仄平平仄平平仄仄仄平平平平仄仄仄仄平平仄仄仄平平仄仄平仄仄仄仄平平平仄平仄仄仄平平仄仄仄平平仄仄平仄平仄仄仄平平仄平平仄仄仄平平仄仄仄平平平仄
紫萸香慢		114	12.23.38.55.57.61.67.80.92.109.113	6.17.20.29.34.48.72.76.86.99.103	2.41.51.64.89.95	仄平平平平平仄仄平仄仄平平仄平平平仄仄平仄仄平平仄仄平平平仄仄平平平仄仄仄平平仄平平仄仄仄仄仄平平仄仄仄仄平仄平平平仄仄平平平仄仄仄平平仄平平仄仄平平仄仄平仄平平仄平仄平平仄仄平仄仄平平仄平平仄平平仄仄平平仄平仄平仄平平平仄仄平
瑤臺月		114	12.22.36.42.48.56.63.70.79.93.99.105.113	3.6.16.29.39.45.52.75.86.96.102.109	25.32.59.82.89	平平中仄中中仄平平平仄平仄平平仄中中中中中平仄中中中中中平平中中仄平平中仄中中仄平平仄中中仄中中仄平平仄仄平平仄仄仄中中中中中仄仄仄中中中中仄中中中中仄中平平仄仄中中中仄平平仄仄仄平平平仄中中仄中平仄中中仄中中仄平平仄仄平中中仄
瑤臺月		120	3.12.22.36.42.48.50.59.73.82.96.102.108.110.119	8.15.29.39.45.55.66.78.89.99.105.115	25.32.62.69.85.92	平平平仄仄仄仄平平平仄平仄平平仄平平仄仄平平仄仄平仄仄仄平平仄仄仄平平仄仄仄平仄平平仄平仄仄平仄仄平仄仄平平仄仄平平仄仄仄平平仄仄平平仄仄平平仄平仄平仄平仄仄仄平平仄仄仄仄仄仄平平仄仄仄平平平仄仄平仄仄平仄平平仄仄平仄平仄仄平平仄仄平平仄仄
瑤臺月		118	3.12.22.36.42.48.50.58.65.72.81.95.101.107.109.117	6.16.29.39.45.54.77.88.98.104.113	25.32.61.68.84.91	平平仄仄平平仄平平平仄平仄平平仄仄仄仄平平平仄平仄仄仄仄平平仄仄仄平平平仄平平仄平平仄平平仄仄平仄平仄平平仄仄平平仄仄仄平仄平仄平仄仄仄仄平平仄仄平平仄平仄仄平平仄仄平平平仄平平仄仄仄平平平仄平平仄平平仄仄平仄仄平仄平仄平平仄仄平平平仄
宣清		115	13.27.39.51.65.84.91.98.114	3.7.20.31.35.42.45.56.60.70.74.78.102.107	16.23.87.94.110	平仄平平仄仄平平平平平平仄仄仄平平平仄仄平仄平平仄平平仄仄仄平平平平仄仄平平仄仄仄平平仄平平平平平仄平仄仄仄仄平平仄平仄仄平平平仄仄仄仄仄平平平平仄仄仄仄平平仄仄平平平仄仄平平平平仄仄仄平平仄平平仄仄平平仄仄仄仄平平仄平平仄平平仄
八歸		115	13.30.44.56.72.86.98.114	3.7.20.26.37.51.62.66.76.80.91.105.109	47.101	平平仄仄平平平仄平仄仄仄中仄平平仄仄平平仄平仄仄平平仄仄中平仄仄仄中平平仄仄仄仄仄平平平仄仄仄仄中仄平平仄仄仄平仄平仄平平仄仄平平平仄仄仄平平平仄仄平平仄仄平平仄仄仄平平平仄仄平平仄仄仄仄平平仄平仄平平仄仄平平仄仄仄平平平平平仄仄
八歸		113	13.30.44.51.56.58.72.86.98.112	3.7.20.26.37.62.66.76.80.91.105	40.47.101	仄平仄仄平平平仄平仄仄仄平平平平仄仄平平仄平平仄仄平平仄仄平平仄仄平平平仄仄仄平仄平仄平平仄仄仄平仄平平仄平仄平平平平平平平仄平平平仄仄平平仄平平仄平平仄仄平平仄平仄平仄平平仄平平仄仄仄平仄仄仄平平仄平仄仄平平仄仄仄平平平仄平
摸魚兒		116	12.25.28.38.42.56.65.71.84.87.97.101.115	6.19.47.51.59.78.106.110	2.31.90	仄平平中平平仄中平中仄平仄中平中仄平平仄中仄中平平仄平仄仄中仄仄中平中仄平平仄中平中仄仄中仄平平中平中仄中仄中平仄平平仄中仄平平中仄中平中仄平仄中平中仄平平仄中仄中平平仄平仄仄中中仄中平中仄平平仄中平中仄中中仄平平中平中仄中仄仄平仄
摸魚兒		116	6.12.25.28.38.42.56.65.71.84.87.97.101.115	19.47.51.59.78.106.110	2.31.90	仄平平仄平平仄平平平仄平仄仄平平仄平平仄平仄仄平平仄平仄仄仄仄仄平平平仄平平仄仄平仄仄仄仄仄平平仄平平仄仄仄仄平仄平平仄仄仄平平仄仄平平平仄平仄平平仄仄平平仄仄仄仄平平仄平仄仄平仄仄仄平平仄平平仄平平仄仄平仄仄平平平平仄仄平仄仄平仄
摸魚兒		116	12.25.28.38.42.56.59.65.71.84.87.97.101.115	6.19.33.47.51.78.92.106.110	2	仄平平仄平平仄平平平仄平仄平平仄仄平平仄仄仄平平平仄平仄仄仄仄仄平平仄仄平平仄平平仄仄仄仄仄平平平平仄仄平仄仄平仄平平仄仄仄平平仄仄平平平仄平仄平平仄仄平平仄平仄仄平平仄平仄仄仄仄仄平平仄仄平平仄平平仄仄仄仄仄平平平平仄仄平仄仄平仄
摸魚兒		116	6.12.25.28.38.42.56.59.65.71.84.87.97.101.115	19.33.47.51.78.92.106.110	2	仄平平仄平平仄平平仄仄平仄平平仄仄平平仄平仄仄平平仄平仄仄仄仄仄平平仄仄平平仄平平仄仄仄仄仄平平平平平仄平仄仄平仄平平仄仄仄平平平仄平平平仄平仄平平仄仄平平仄仄仄平平仄仄平仄仄仄仄仄平平仄仄平平仄平平仄仄仄仄仄平平平平仄仄仄仄仄平仄
摸魚兒		116	6.12.25.28.31.38.42.56.59.65.71.84.87.90.97.101.115	19.47.51.78.106.110	2	仄平平仄平仄仄平平仄仄平仄平平仄仄平平仄平仄仄平平仄平仄仄平仄仄仄平平仄平平仄平平仄仄仄平仄平平平平仄仄仄仄仄平仄平平仄仄仄平平仄仄平平平仄平仄仄平平仄平平仄仄仄仄平平仄平仄仄平仄仄平平仄仄平平仄平平仄仄仄平仄平平平平平仄仄仄仄平仄
摸魚兒		114	6.12.25.28.37.41.55.64.70.83.86.95.99.113	19.32.46.50.58.77.90.104.108	2	仄平平仄平仄仄平平平仄平仄仄平仄仄平平仄仄仄仄平平仄平仄仄仄仄平平仄仄平平仄平平仄仄仄仄仄平平平平平仄仄仄仄平仄平平仄平仄平平仄仄平平平仄平仄平平仄仄平平仄平仄仄平平仄平仄仄仄仄平平仄仄平平仄平平仄仄仄仄仄平平平平仄仄平仄仄平仄
摸魚兒		114	6.12.25.28.38.42.56.65.71.84.87.97.101.113	19.33.47.51.59.78.92.108	2.104	仄平平仄平仄仄平平平仄平仄平平仄仄平平仄平仄平平平仄平仄仄仄仄仄平平仄仄平平仄平平仄仄平平仄平平仄平平仄仄仄仄平仄平仄仄仄仄平平仄仄平平仄仄平仄平平仄仄平平仄仄仄仄平平仄平仄仄平仄仄平平仄仄平平仄平平平仄仄仄仄平平平仄平仄仄平仄
摸魚兒		117	13.27.30.40.44.58.61.73.85.98.116	7.21.35.49.53.67.78.93.102.107.111	2.16.88	仄仄平平平平仄仄仄仄仄平平仄仄仄平平仄平平仄仄仄仄平平仄平仄仄仄平仄仄仄仄仄平平仄仄平仄仄仄仄仄平平仄平仄仄仄仄平平仄平平仄仄仄平平仄仄平平平仄平仄仄平平平仄平平仄仄平平仄仄平仄仄平仄平平仄仄平平仄平平仄仄仄仄仄平平平平平仄平平仄平仄
摸魚兒		116	12.25/31.38.42/49/56.62/71/84.97.101/108/115	3.8.19.28.59.67.78.87.92		仄平仄仄平平仄平平仄仄平平平平仄仄仄平平仄平平仄平平仄平平仄仄仄平平仄仄平平仄平平平仄仄仄平平仄平平仄仄平平仄仄仄平平仄仄平仄平平仄平平平仄平平平平平仄仄平平仄平平仄平仄仄平平仄平仄平平仄仄平仄仄平平平仄仄仄平平仄平平仄仄平平仄平仄
賀新郎	金縷曲|金縷詞|金縷歌|乳燕飛|男同久	116	4.15.28.35.50.56.63.74.87.94.109.115	11.22.42.53.70.81.101.112	7.31.45.66.90.104	中仄平平仄仄平平中平中仄中平平仄平仄平平平平仄中仄中平中仄中中仄中平中仄中仄中平平仄仄仄中平中仄平平仄中仄仄中平仄中平中仄平平仄仄中中中中中中中平中仄平仄平平平平中中仄中平中仄仄中仄中平中仄中仄中平平中仄仄中平中仄平平仄中仄仄中平仄
賀新郎	金縷曲|金縷詞|金縷歌|乳燕飛|男同久	116	4.15.22.28.35.42.50.56.63.74.81.87.94.101.109.115	11.53.70.112	7.31.45.66.90.104	仄仄平平仄仄平平仄仄平平仄平平仄平仄平平平平仄仄仄仄平平仄仄仄仄平平仄仄仄仄平平平仄仄仄平平仄仄平平仄平仄仄平平仄平平仄仄平平仄仄平平平平仄仄仄平平仄仄仄平平平仄仄平仄平平仄仄仄平仄平平平仄仄仄平平平平仄仄平平仄仄平平仄平仄仄仄平仄
賀新郎	金縷曲|金縷詞|金縷歌|乳燕飛|男同久	115	4.15.28.35.50.56.63.74.87.94.108.114	11.22.42.53.70.81.101.111	7.31.45.90	仄仄平平仄仄平平平平仄仄仄平平仄仄仄平平仄平仄仄仄仄平仄仄仄仄仄平平平仄平仄平平平仄仄仄平平仄仄平平仄仄仄仄平平仄仄平仄仄平平仄仄平平仄仄平仄仄平平仄平仄仄平仄仄仄平仄平平仄仄仄仄仄平平平仄仄仄仄平平仄仄平平仄仄仄仄仄仄仄仄仄仄仄
賀新郎	金縷曲|金縷詞|金縷歌|乳燕飛|男同久	117	4.15.28.35.42.50.56.63.74.81.88.95.110.116	11.22.53.70.102.113	7.31.45.66.84.91.105	仄仄平平仄仄平平仄平平仄仄平仄仄平仄平平平平仄平仄平平仄仄仄平仄平平平仄仄仄平平平平仄仄平平仄仄平平仄平仄仄平平仄平平平仄平平仄仄平平平平仄仄仄平平仄平仄平平平仄仄仄平仄平平仄仄仄平仄平平平仄平仄平平平平仄仄平平平仄平平仄平仄仄平平仄
賀新郎	金縷曲|金縷詞|金縷歌|乳燕飛|男同久	117	4.15.29.36.43.51.57.64.75.88.95.102.110.116	11.22.54.71.82.113	7.25.32.46.67.91.105	平仄平平仄仄平平仄仄平平仄平平仄平仄平平平仄仄仄仄仄仄平平仄仄仄仄仄平平仄仄仄平平平仄仄仄平平仄仄平平仄平仄仄平平仄平平仄仄平平仄仄平平平仄平平仄平平仄仄仄平平平仄仄平仄平平仄仄仄仄仄仄平平仄仄仄平平平仄仄仄仄平仄仄平平仄仄仄仄仄平仄
